hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,4,2015,October,42,12,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-13
City Hotel,0,1,2016,January,2,7,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,40.0,0,Transient-Party,65.0,0,1,Check-Out,2016-01-08
City Hotel,0,0,2016,January,4,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,40.0,0,Transient-Party,65.0,0,1,Check-Out,2016-01-21
City Hotel,0,1,2016,January,5,28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-01-29
City Hotel,0,6,2016,June,24,8,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-06-09
City Hotel,0,12,2016,June,25,14,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-06-16
City Hotel,0,18,2016,June,26,20,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,1,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-06-21
City Hotel,0,27,2016,June,27,29,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,1,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-06-30
City Hotel,0,32,2016,July,28,4,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,8,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-07-06
City Hotel,0,12,2016,October,42,12,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,9,A,D,0,No Deposit,40.0,0,Transient,67.0,1,1,Check-Out,2016-10-13
City Hotel,0,18,2016,October,43,18,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,10,A,D,1,No Deposit,40.0,0,Transient,65.0,1,1,Check-Out,2016-10-19
City Hotel,0,0,2016,November,48,21,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,11,A,D,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-11-22
City Hotel,0,5,2017,January,2,10,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,12,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2017-01-12
City Hotel,0,4,2017,January,5,31,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,13,A,A,0,No Deposit,40.0,0,Transient,67.0,1,1,Check-Out,2017-02-01
City Hotel,0,0,2017,June,23,5,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,14,A,A,0,No Deposit,40.0,0,Transient,67.0,1,1,Check-Out,2017-06-07
City Hotel,0,1,2017,June,25,20,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,15,A,A,0,No Deposit,40.0,0,Transient,67.0,0,1,Check-Out,2017-06-22
City Hotel,1,1,2017,July,29,18,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,16,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Canceled,2017-07-18
City Hotel,0,5,2017,August,34,22,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,16,A,A,0,No Deposit,40.0,0,Transient,67.0,1,1,Check-Out,2017-08-24
City Hotel,0,4,2015,October,42,12,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-13
City Hotel,0,6,2015,October,42,12,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-13
City Hotel,0,7,2015,October,42,12,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-13
City Hotel,0,7,2015,October,42,12,1,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,75.0,0,0,Check-Out,2015-10-13
City Hotel,0,7,2015,December,50,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-12-11
City Hotel,0,5,2016,February,10,28,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,40.0,0,Transient,66.0,0,0,Check-Out,2016-03-01
City Hotel,0,3,2015,October,42,12,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-13
City Hotel,0,0,2015,November,49,30,1,2,1,0.0,0,SC,PRT,Corporate,Corporate,1,0,1,A,A,2,No Deposit,40.0,0,Transient,6.0,0,0,Check-Out,2015-12-03
City Hotel,0,3,2015,December,50,6,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-12-07
City Hotel,0,9,2015,December,50,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,1,No Deposit,40.0,0,Transient-Party,65.0,0,0,Check-Out,2015-12-11
City Hotel,0,0,2016,April,17,18,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2016-04-19
City Hotel,0,0,2016,May,19,2,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2016-05-03
City Hotel,0,5,2016,May,20,9,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2016-05-11
City Hotel,0,2,2016,July,29,10,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2016-07-12
City Hotel,0,5,2016,July,31,25,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,8,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-07-26
City Hotel,0,5,2016,October,41,3,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,9,A,D,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-10-04
City Hotel,0,0,2016,October,43,17,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,10,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-10-19
City Hotel,0,5,2016,December,51,12,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,11,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-12-13
City Hotel,0,7,2015,October,42,12,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-13
City Hotel,1,4,2015,October,42,13,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,45.0,0,Transient,65.0,0,0,Canceled,2015-10-13
City Hotel,1,4,2015,October,42,13,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,45.0,0,Transient,65.0,0,0,Canceled,2015-10-13
City Hotel,0,20,2015,October,42,11,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-14
City Hotel,0,20,2015,October,42,11,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-14
City Hotel,0,1,2015,October,42,13,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,45.0,0,Transient,65.0,0,1,Check-Out,2015-10-14
City Hotel,0,26,2017,July,28,12,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,0,1,A,A,1,No Deposit,45.0,0,Transient,65.0,0,1,Check-Out,2017-07-13
City Hotel,0,2,2015,October,42,12,1,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,46.0,0,Transient,65.0,0,0,Check-Out,2015-10-14
City Hotel,0,0,2015,October,42,13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-14
City Hotel,0,0,2015,October,42,12,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-15
City Hotel,0,0,2015,November,45,3,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,1,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-06
City Hotel,0,0,2015,November,46,9,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-11
City Hotel,0,4,2015,November,47,17,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,1,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-20
City Hotel,0,6,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-12-10
City Hotel,0,2,2015,December,51,17,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-12-19
City Hotel,0,1,2016,January,2,5,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,0,No Deposit,40.0,0,Transient,66.0,0,0,Check-Out,2016-01-07
City Hotel,0,0,2016,January,3,11,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2016-01-14
City Hotel,0,3,2016,January,4,18,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,8,A,A,0,No Deposit,40.0,0,Transient-Party,66.0,0,0,Check-Out,2016-01-21
City Hotel,0,3,2016,February,6,1,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,9,A,A,0,No Deposit,40.0,0,Transient,67.0,0,0,Check-Out,2016-02-04
City Hotel,0,5,2016,February,7,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,10,A,A,0,No Deposit,40.0,0,Transient,66.0,0,1,Check-Out,2016-02-11
City Hotel,0,1,2016,February,8,17,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,11,A,A,0,No Deposit,40.0,0,Transient,66.0,0,1,Check-Out,2016-02-18
City Hotel,0,1,2016,February,9,23,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,12,A,A,0,No Deposit,40.0,0,Transient,66.0,0,1,Check-Out,2016-02-25
City Hotel,0,6,2016,March,10,1,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,13,A,A,0,No Deposit,40.0,0,Transient,66.0,0,1,Check-Out,2016-03-03
City Hotel,0,0,2016,March,11,7,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,14,A,A,0,No Deposit,40.0,0,Transient,66.0,0,1,Check-Out,2016-03-09
City Hotel,0,0,2016,March,11,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,14,A,A,0,No Deposit,40.0,0,Transient-Party,65.0,0,1,Check-Out,2016-03-10
City Hotel,0,0,2016,March,12,14,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,16,A,A,0,No Deposit,40.0,0,Transient-Party,65.0,0,1,Check-Out,2016-03-17
City Hotel,0,3,2016,March,13,20,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,17,A,A,0,No Deposit,40.0,0,Transient-Party,65.0,0,1,Check-Out,2016-03-22
City Hotel,0,2,2016,March,14,30,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,18,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-04-02
City Hotel,0,1,2016,April,15,5,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,19,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-04-06
City Hotel,0,2,2016,April,17,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,20,A,A,0,No Deposit,40.0,0,Transient,67.0,0,1,Check-Out,2016-04-22
City Hotel,0,3,2016,June,26,20,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,21,A,A,0,No Deposit,40.0,0,Transient,67.0,0,1,Check-Out,2016-06-22
City Hotel,0,2,2016,December,51,14,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,22,A,A,3,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-12-16
City Hotel,0,4,2017,January,2,9,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,23,A,A,2,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2017-01-13
City Hotel,0,4,2017,May,18,2,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,24,A,A,1,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2017-05-04
City Hotel,0,6,2017,May,19,10,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,25,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2017-05-12
City Hotel,0,1,2017,May,21,23,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,26,A,A,0,No Deposit,40.0,0,Transient,67.0,1,1,Check-Out,2017-05-26
City Hotel,0,3,2017,May,22,29,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,27,A,A,1,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2017-05-31
City Hotel,0,5,2017,July,27,4,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,28,A,A,1,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2017-07-07
City Hotel,0,5,2017,July,31,31,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,29,A,A,0,No Deposit,40.0,0,Transient,67.0,1,1,Check-Out,2017-08-02
City Hotel,0,2,2015,October,42,12,1,2,1,0.0,0,BB,PRT,Complementary,TA/TO,0,0,0,A,A,0,No Deposit,46.0,0,Transient,65.0,0,0,Check-Out,2015-10-15
City Hotel,0,1,2015,October,42,14,0,1,2,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,108.0,0,Transient,95.0,0,1,Check-Out,2015-10-15
City Hotel,0,23,2015,October,42,15,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-16
City Hotel,0,10,2015,October,43,18,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-19
City Hotel,0,10,2015,October,43,18,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-19
City Hotel,0,5,2015,October,42,17,1,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,110.0,0,Transient,162.0,0,0,Check-Out,2015-10-19
City Hotel,1,3,2015,October,43,19,1,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,81.0,0,Transient,123.0,0,0,Canceled,2015-10-19
City Hotel,0,3,2015,October,43,18,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-20
City Hotel,0,5,2015,November,46,8,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-09
City Hotel,0,3,2015,October,43,18,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-20
City Hotel,0,3,2015,October,43,19,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-20
City Hotel,0,4,2015,November,46,9,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-10
City Hotel,0,5,2015,November,48,23,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-24
City Hotel,0,1,2015,December,53,27,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-12-30
City Hotel,0,4,2016,January,2,4,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,40.0,0,Transient,66.0,0,0,Check-Out,2016-01-05
City Hotel,0,3,2016,January,3,11,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,40.0,0,Transient,66.0,0,0,Check-Out,2016-01-12
City Hotel,0,1,2016,January,3,12,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,40.0,0,Transient,66.0,0,0,Check-Out,2016-01-13
City Hotel,0,3,2016,January,4,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,40.0,0,Transient,66.0,0,0,Check-Out,2016-01-23
City Hotel,0,1,2016,January,5,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,8,A,A,0,No Deposit,40.0,0,Transient,66.0,0,0,Check-Out,2016-01-27
City Hotel,0,4,2016,February,8,15,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,9,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-02-17
City Hotel,0,0,2016,February,10,29,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,10,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-03-01
City Hotel,0,1,2016,March,10,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,11,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-03-03
City Hotel,0,0,2016,March,12,14,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,12,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-03-15
City Hotel,0,0,2016,March,13,21,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,13,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-03-22
City Hotel,0,3,2016,April,16,11,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,14,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-04-12
City Hotel,1,0,2016,April,18,25,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,15,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Canceled,2016-04-25
City Hotel,0,10,2016,July,28,4,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,15,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2016-07-06
City Hotel,0,5,2017,June,23,5,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,16,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2017-06-06
City Hotel,1,37,2015,October,44,31,0,1,2,0.0,1,BB,PRT,Complementary,Direct,0,1,0,A,A,0,No Deposit,45.0,0,Transient,65.0,0,2,Canceled,2015-10-20
City Hotel,1,4,2015,December,49,5,0,1,2,0.0,0,BB,PRT,Complementary,Direct,1,2,0,A,A,0,No Deposit,45.0,0,Transient,65.0,0,2,Canceled,2015-12-04
City Hotel,0,2,2016,January,5,27,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,2,0,A,F,0,No Deposit,45.0,0,Transient-Party,65.0,0,3,Check-Out,2016-01-28
City Hotel,0,0,2016,March,10,3,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,2,1,D,E,0,No Deposit,45.0,0,Transient,65.0,0,0,Check-Out,2016-03-04
City Hotel,0,1,2016,May,19,5,0,1,1,0.0,0,BB,PRT,Complementary,Corporate,1,2,2,D,A,0,No Deposit,45.0,0,Transient,65.0,0,3,Check-Out,2016-05-06
City Hotel,0,3,2016,May,22,22,1,1,2,0.0,0,BB,PRT,Complementary,Corporate,1,2,3,A,F,0,No Deposit,45.0,0,Transient,65.0,0,3,Check-Out,2016-05-23
City Hotel,0,0,2016,May,22,25,0,1,1,0.0,0,BB,PRT,Complementary,Corporate,1,2,4,A,A,0,No Deposit,45.0,0,Transient,65.0,0,3,Check-Out,2016-05-26
City Hotel,0,3,2016,June,27,27,1,1,1,0.0,0,BB,PRT,Complementary,Corporate,1,2,5,A,A,0,No Deposit,45.0,0,Transient,65.0,0,3,Check-Out,2016-06-28
City Hotel,0,2,2016,July,29,11,1,2,1,0.0,0,BB,PRT,Complementary,Corporate,1,2,6,A,A,0,No Deposit,45.0,0,Transient,65.0,0,1,Check-Out,2016-07-14
City Hotel,0,2,2016,October,41,6,0,1,1,0.0,0,BB,PRT,Complementary,Corporate,1,2,7,A,G,0,No Deposit,45.0,0,Transient,65.0,0,3,Check-Out,2016-10-07
City Hotel,0,5,2016,December,50,5,1,1,1,0.0,0,BB,PRT,Complementary,Corporate,1,2,8,A,A,0,No Deposit,45.0,0,Transient,65.0,1,1,Check-Out,2016-12-06
City Hotel,0,5,2017,March,11,15,0,1,1,0.0,0,BB,PRT,Complementary,Corporate,1,2,9,A,A,0,No Deposit,45.0,0,Transient,65.0,0,1,Check-Out,2017-03-16
City Hotel,0,6,2017,June,23,5,1,1,1,0.0,0,BB,PRT,Complementary,Corporate,1,2,10,A,F,0,No Deposit,45.0,0,Transient,65.0,0,1,Check-Out,2017-06-06
City Hotel,0,4,2015,October,43,19,1,1,1,0.0,0,BB,FIN,Online TA,Corporate,0,0,0,A,D,0,No Deposit,47.0,0,Transient,90.0,0,0,Check-Out,2015-10-20
City Hotel,0,4,2015,October,43,19,1,1,2,0.0,0,BB,RUS,Online TA,Corporate,0,0,0,A,D,0,No Deposit,47.0,0,Transient,12.0,0,0,Check-Out,2015-10-20
City Hotel,1,0,2015,October,43,20,0,1,1,0.0,0,BB,PRT,Online TA,Corporate,1,0,0,A,B,1,No Deposit,120.0,0,Transient,140.0,0,0,Canceled,2015-10-20
City Hotel,0,13,2015,October,43,19,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-21
City Hotel,0,3,2015,November,45,5,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-06
City Hotel,0,4,2015,October,43,18,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-21
City Hotel,0,4,2015,October,43,18,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-21
City Hotel,0,4,2015,October,43,19,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,116.0,0,Transient,95.0,0,0,Check-Out,2015-10-21
City Hotel,0,5,2015,October,43,19,1,1,2,0.0,0,BB,CZE,Corporate,Corporate,0,0,0,F,F,0,No Deposit,115.0,0,Transient,90.0,0,0,Check-Out,2015-10-21
City Hotel,0,5,2015,October,43,19,1,1,1,0.0,0,BB,CZE,Corporate,Direct,0,0,0,A,D,0,No Deposit,115.0,0,Transient,80.0,0,0,Check-Out,2015-10-21
City Hotel,0,5,2015,October,43,19,1,1,1,0.0,0,BB,CZE,Corporate,Direct,0,0,0,A,A,0,No Deposit,115.0,0,Transient,80.0,0,0,Check-Out,2015-10-21
City Hotel,0,0,2015,October,43,20,0,1,1,0.0,0,BB,CZE,Corporate,Corporate,0,0,0,A,B,0,No Deposit,81.0,0,Transient,123.0,0,0,Check-Out,2015-10-21
City Hotel,0,2,2015,October,43,18,2,1,2,0.0,0,BB,NLD,Corporate,Corporate,0,0,0,A,A,0,No Deposit,81.0,0,Transient-Party,123.0,0,0,Check-Out,2015-10-21
City Hotel,0,12,2015,October,43,20,0,1,1,0.0,0,BB,DEU,Corporate,Corporate,0,0,0,A,A,0,No Deposit,105.0,0,Transient,130.0,0,0,Check-Out,2015-10-21
City Hotel,0,2,2015,October,43,18,2,1,2,0.0,0,BB,NLD,Corporate,Corporate,0,0,0,A,A,0,No Deposit,81.0,0,Transient-Party,123.0,0,0,Check-Out,2015-10-21
City Hotel,0,13,2015,October,43,19,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-21
City Hotel,0,26,2015,October,43,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-22
City Hotel,0,1,2016,March,14,30,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,40.0,0,Transient,67.0,0,0,Check-Out,2016-04-02
City Hotel,0,26,2015,October,43,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-22
City Hotel,0,12,2015,October,43,20,0,2,1,0.0,0,BB,SWE,Corporate,Corporate,0,0,0,A,A,0,No Deposit,105.0,0,Transient-Party,130.0,0,0,Check-Out,2015-10-22
City Hotel,0,12,2015,October,43,20,0,2,1,0.0,0,BB,SWE,Corporate,Corporate,0,0,0,A,B,0,No Deposit,105.0,0,Transient-Party,130.0,0,0,Check-Out,2015-10-22
City Hotel,0,12,2015,October,43,20,0,2,1,0.0,0,BB,SWE,Corporate,Corporate,0,0,0,A,A,0,No Deposit,105.0,0,Transient-Party,130.0,0,0,Check-Out,2015-10-22
City Hotel,0,12,2015,October,43,20,0,2,1,0.0,0,BB,FIN,Corporate,Corporate,0,0,0,A,A,0,No Deposit,105.0,0,Transient-Party,130.0,0,0,Check-Out,2015-10-22
City Hotel,0,12,2015,October,43,20,0,2,1,0.0,0,BB,SWE,Corporate,Corporate,0,0,0,A,B,0,No Deposit,105.0,0,Transient-Party,130.0,0,0,Check-Out,2015-10-22
City Hotel,0,12,2015,October,43,20,0,2,1,0.0,0,BB,SWE,Corporate,Corporate,0,0,0,A,A,0,No Deposit,105.0,0,Transient-Party,130.0,0,0,Check-Out,2015-10-22
