hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,4,2016,March,13,26,0,1,3,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,187.0,0,1,Check-Out,2016-03-27
City Hotel,0,121,2016,July,28,7,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,123.3,1,2,Check-Out,2016-07-08
City Hotel,1,20,2017,May,22,29,1,3,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,112.0,0,0,Canceled,2017-05-10
Resort Hotel,0,240,2017,August,32,6,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,118.0,0,1,Check-Out,2017-08-10
City Hotel,0,16,2017,May,19,7,2,1,2,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,150.0,0,2,Check-Out,2017-05-10
Resort Hotel,0,43,2017,January,1,5,0,1,2,0.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,52.66,0,1,Check-Out,2017-01-06
City Hotel,0,5,2017,July,28,9,1,0,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,198.0,0,0,Check-Out,2017-07-10
City Hotel,0,10,2017,July,28,14,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,119.0,0,1,Check-Out,2017-07-18
City Hotel,0,35,2016,September,40,25,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.0,0,2,Check-Out,2016-09-28
City Hotel,0,20,2015,July,30,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,7,No Deposit,0,Transient,62.0,0,0,Check-Out,2015-07-24
City Hotel,0,93,2016,May,21,19,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,132.6,0,1,Check-Out,2016-05-25
City Hotel,0,44,2016,June,26,19,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,99.1,0,1,Check-Out,2016-06-20
Resort Hotel,1,46,2016,February,9,27,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,44.8,0,2,Canceled,2016-01-15
City Hotel,0,19,2016,March,14,27,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,53.5,0,1,Check-Out,2016-03-30
City Hotel,0,20,2017,May,20,20,1,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,145.0,0,1,Check-Out,2017-05-22
City Hotel,0,102,2015,October,42,16,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,87.0,0,0,Check-Out,2015-10-18
City Hotel,1,143,2017,April,15,12,0,4,3,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,173.25,0,0,Canceled,2016-12-13
Resort Hotel,1,181,2016,July,28,7,2,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,72.9,0,1,Canceled,2016-01-09
Resort Hotel,0,21,2016,June,26,25,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,120.0,0,1,Check-Out,2016-06-28
Resort Hotel,0,128,2017,June,22,1,4,10,2,0.0,0,HB,PRT,Direct,Direct,1,0,1,E,E,1,No Deposit,0,Transient,156.83,1,0,Check-Out,2017-06-15
City Hotel,0,46,2016,January,4,22,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.3,0,1,Check-Out,2016-01-24
Resort Hotel,1,44,2017,February,8,23,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,0,Transient,0.0,0,0,Canceled,2017-01-11
City Hotel,0,10,2017,February,7,17,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,92.0,0,1,Check-Out,2017-02-20
Resort Hotel,0,4,2016,March,11,12,0,1,3,0.0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,46.0,0,0,Check-Out,2016-03-13
Resort Hotel,0,96,2016,November,45,4,2,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,87.0,0,2,Check-Out,2016-11-08
Resort Hotel,0,33,2016,April,16,10,1,0,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,42.0,0,0,Check-Out,2016-04-11
Resort Hotel,0,134,2017,June,24,12,3,7,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,104.6,0,0,Check-Out,2017-06-22
Resort Hotel,0,0,2017,July,29,17,1,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,154.0,0,0,Check-Out,2017-07-18
Resort Hotel,0,163,2017,May,20,15,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,62.1,0,0,Check-Out,2017-05-22
City Hotel,0,16,2015,October,40,1,0,3,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,113.33,0,1,Check-Out,2015-10-04
City Hotel,0,1,2015,August,33,11,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Contract,105.0,1,1,Check-Out,2015-08-15
City Hotel,0,153,2017,August,33,15,2,5,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,125.1,0,0,Check-Out,2017-08-22
Resort Hotel,0,138,2015,September,38,17,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.0,0,2,Check-Out,2015-09-22
City Hotel,0,27,2016,October,41,5,0,2,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,139.0,0,1,Check-Out,2016-10-07
City Hotel,0,62,2016,September,40,27,0,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,115.04,0,1,Check-Out,2016-09-29
City Hotel,0,156,2017,June,23,8,0,3,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,126.0,0,1,Check-Out,2017-06-11
Resort Hotel,0,96,2017,March,12,19,2,5,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,31.71,0,0,Check-Out,2017-03-26
City Hotel,0,20,2015,October,41,4,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,107.0,0,0,Check-Out,2015-10-10
Resort Hotel,0,3,2015,October,41,8,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,67.0,0,1,Check-Out,2015-10-09
City Hotel,1,36,2015,November,46,13,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient,105.3,0,1,Canceled,2015-10-12
Resort Hotel,0,1,2017,January,1,7,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,93.0,0,2,Check-Out,2017-01-08
City Hotel,0,101,2016,May,19,5,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,132.6,0,1,Check-Out,2016-05-10
Resort Hotel,0,152,2016,July,31,24,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,102.8,0,0,Check-Out,2016-07-28
City Hotel,1,61,2017,May,20,17,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,162.0,0,1,Canceled,2017-03-26
Resort Hotel,0,12,2016,November,46,7,1,5,2,1.0,0,Undefined,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,0,Transient,175.0,0,0,Check-Out,2016-11-13
City Hotel,1,18,2016,April,16,14,0,2,2,0.0,0,SC,LTU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,115.0,0,0,Canceled,2016-04-12
Resort Hotel,0,0,2016,February,10,29,1,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,A,0,No Deposit,0,Transient,34.4,0,1,Check-Out,2016-03-04
City Hotel,1,45,2017,August,34,24,0,3,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,202.67,0,0,Canceled,2017-07-10
City Hotel,1,10,2016,September,38,11,2,0,1,0.0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,149.0,0,0,Canceled,2016-09-01
City Hotel,0,0,2015,July,31,28,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,0,Transient,0.0,0,0,Check-Out,2015-07-30
City Hotel,1,95,2017,April,14,5,2,5,2,0.0,0,HB,ITA,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,134.25,0,0,Canceled,2017-03-13
Resort Hotel,0,11,2017,July,27,3,1,3,1,0.0,0,BB,PRT,Direct,TA/TO,1,0,2,A,A,0,No Deposit,0,Transient,92.0,0,0,Check-Out,2017-07-07
Resort Hotel,0,207,2017,July,27,2,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.0,0,0,Check-Out,2017-07-06
City Hotel,0,1,2017,February,8,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,80.0,0,2,Check-Out,2017-02-23
City Hotel,0,3,2016,June,24,11,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,0,Transient,160.8,0,0,Check-Out,2016-06-12
City Hotel,0,20,2017,May,21,24,0,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,120.0,0,0,Check-Out,2017-05-25
City Hotel,1,15,2016,January,4,18,1,2,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,87.0,0,0,Canceled,2016-01-03
City Hotel,0,85,2016,May,21,15,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,132.6,0,1,Check-Out,2016-05-19
City Hotel,0,5,2016,April,16,14,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,138.5,0,1,Check-Out,2016-04-18
City Hotel,0,141,2016,July,28,6,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,107.95,0,0,Check-Out,2016-07-11
City Hotel,0,4,2017,April,17,27,0,3,2,0.0,0,BB,DZA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,0,Transient,270.0,0,0,Check-Out,2017-04-30
City Hotel,1,111,2016,December,50,7,0,4,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85.0,0,0,Canceled,2016-08-18
Resort Hotel,0,25,2017,April,17,29,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,87.0,0,1,Check-Out,2017-05-03
Resort Hotel,0,231,2016,June,25,15,0,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,81.0,0,2,Check-Out,2016-06-18
Resort Hotel,0,18,2016,July,27,1,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,129.0,0,1,Check-Out,2016-07-04
City Hotel,0,0,2016,March,14,30,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,73.0,0,0,Check-Out,2016-03-31
Resort Hotel,0,144,2017,July,29,16,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,118.5,0,0,Check-Out,2017-07-20
City Hotel,0,21,2017,June,25,22,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.0,0,0,Check-Out,2017-06-24
Resort Hotel,0,105,2017,May,19,13,2,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,71.18,1,1,Check-Out,2017-05-18
City Hotel,1,30,2016,March,11,9,0,3,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,0,Transient,77.5,0,0,Canceled,2016-02-11
City Hotel,0,51,2017,April,15,12,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.0,0,0,Check-Out,2017-04-13
City Hotel,1,102,2016,December,50,9,0,2,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.8,0,1,Canceled,2016-09-03
City Hotel,0,0,2017,January,4,23,3,8,2,0.0,0,BB,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,88.0,0,0,Check-Out,2017-02-03
Resort Hotel,0,62,2017,August,34,20,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,182.5,0,1,Check-Out,2017-08-27
City Hotel,0,2,2015,December,49,5,3,6,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,91.67,0,0,Check-Out,2015-12-14
City Hotel,0,123,2016,May,22,22,2,2,2,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient-Party,116.95,0,2,Check-Out,2016-05-26
Resort Hotel,0,323,2016,October,44,23,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,40.19,0,2,Check-Out,2016-10-28
City Hotel,0,33,2017,May,19,8,1,2,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,130.0,0,1,Check-Out,2017-05-11
City Hotel,0,216,2017,July,27,8,1,1,2,1.0,0,HB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,192.6,0,1,Check-Out,2017-07-10
City Hotel,1,100,2015,December,52,25,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient,120.0,0,3,Canceled,2015-09-18
City Hotel,0,0,2017,June,24,13,0,2,1,0.0,0,BB,USA,Online TA,TA/TO,1,0,1,D,D,0,No Deposit,0,Transient,150.0,0,1,Check-Out,2017-06-15
Resort Hotel,0,1,2015,November,45,3,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,48.0,0,0,Check-Out,2015-11-05
City Hotel,0,90,2017,April,14,4,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,0.0,0,1,Check-Out,2017-04-05
City Hotel,0,188,2017,June,26,28,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,83.96,0,1,Check-Out,2017-07-05
City Hotel,1,29,2016,November,47,15,0,4,2,0.0,0,SC,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.8,0,1,Canceled,2016-10-18
Resort Hotel,1,163,2017,August,31,5,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,200.0,0,1,Canceled,2017-06-29
City Hotel,0,152,2017,March,10,5,2,1,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,130.67,0,2,Check-Out,2017-03-08
Resort Hotel,0,166,2017,April,15,10,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,36.55,0,1,Check-Out,2017-04-14
City Hotel,0,81,2016,February,8,19,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,60.0,0,0,Check-Out,2016-02-22
City Hotel,0,0,2015,August,32,7,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,81.0,0,2,Check-Out,2015-08-08
Resort Hotel,0,16,2016,November,46,7,2,5,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,67.71,0,0,Check-Out,2016-11-14
City Hotel,1,174,2015,October,41,10,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,70.0,0,0,Canceled,2015-08-31
City Hotel,0,124,2017,May,20,20,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.0,0,1,Check-Out,2017-05-26
City Hotel,1,36,2016,June,27,29,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,110.8,0,0,Canceled,2016-06-01
City Hotel,1,5,2015,September,39,20,2,0,2,0.0,0,BB,PRT,Corporate,Corporate,1,1,0,A,A,0,Non Refund,0,Transient,100.0,0,0,Canceled,2015-09-15
City Hotel,0,98,2017,July,28,9,2,1,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,86.4,0,1,Check-Out,2017-07-12
Resort Hotel,0,13,2017,February,5,2,2,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,36.0,0,0,Check-Out,2017-02-12
City Hotel,0,4,2015,August,34,17,1,2,1,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,67.0,0,0,Check-Out,2015-08-20
City Hotel,0,25,2015,July,31,27,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,Check-Out,2015-07-29
City Hotel,1,186,2016,July,30,19,0,5,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,90.95,0,1,Canceled,2016-03-04
Resort Hotel,1,109,2016,February,8,14,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,52.2,0,1,Canceled,2015-11-02
City Hotel,0,0,2016,May,22,25,0,1,1,0.0,0,BB,PRT,Complementary,Corporate,1,2,4,A,A,0,No Deposit,0,Transient,0.0,0,3,Check-Out,2016-05-26
City Hotel,0,16,2015,September,39,25,2,3,1,0.0,0,BB,EGY,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,170.0,0,0,Check-Out,2015-09-30
Resort Hotel,0,8,2017,February,5,4,1,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,57.0,1,1,Check-Out,2017-02-06
Resort Hotel,0,62,2017,April,16,19,1,4,1,0.0,0,BB,RUS,Corporate,Corporate,0,0,0,A,C,3,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2017-04-24
Resort Hotel,1,109,2015,July,28,11,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,73.8,0,1,Canceled,2015-04-22
City Hotel,1,222,2016,August,34,14,4,10,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,158.95,0,0,Canceled,2016-01-05
Resort Hotel,0,0,2016,November,49,28,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No Deposit,0,Transient,30.0,0,0,Check-Out,2016-11-29
Resort Hotel,0,2,2016,February,6,5,0,2,2,2.0,0,BB,NLD,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient,98.0,0,0,Check-Out,2016-02-07
City Hotel,1,119,2017,April,15,10,1,4,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,102.6,0,0,Canceled,2016-12-12
Resort Hotel,0,37,2015,November,46,8,2,5,1,0.0,0,BB,BEL,Corporate,Corporate,0,0,0,A,A,1,No Deposit,0,Transient-Party,36.0,0,0,Check-Out,2015-11-15
City Hotel,0,65,2016,September,36,2,2,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,114.3,0,3,Check-Out,2016-09-06
City Hotel,0,2,2016,July,27,1,0,1,2,0.0,0,BB,AUS,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,147.0,0,0,Check-Out,2016-07-02
City Hotel,0,90,2016,December,52,24,2,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.8,0,1,Check-Out,2016-12-29
City Hotel,0,0,2016,October,42,9,1,0,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,108.0,0,1,Check-Out,2016-10-10
Resort Hotel,1,42,2015,November,46,10,0,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,47.7,0,0,Canceled,2015-10-16
City Hotel,0,108,2017,August,32,8,0,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,192.0,0,0,Check-Out,2017-08-13
Resort Hotel,0,33,2016,November,46,9,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,65.86,0,1,Check-Out,2016-11-16
Resort Hotel,0,88,2016,August,32,4,0,3,3,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,283.0,0,0,Check-Out,2016-08-07
City Hotel,1,20,2015,September,39,25,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Group,160.0,0,0,Canceled,2015-09-25
Resort Hotel,0,3,2015,October,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,0,Transient,36.0,1,0,Check-Out,2015-11-01
Resort Hotel,0,0,2016,January,3,15,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,38.0,0,0,Check-Out,2016-01-16
City Hotel,0,59,2016,June,23,4,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,1,A,D,0,No Deposit,0,Transient,95.0,0,0,Check-Out,2016-06-07
Resort Hotel,0,197,2016,April,18,30,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient-Party,54.5,0,0,Check-Out,2016-05-02
City Hotel,1,118,2017,July,30,28,0,2,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,125.0,0,1,Canceled,2017-04-01
City Hotel,0,20,2016,January,4,23,2,1,2,0.0,0,BB,CN,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,122.33,0,0,Check-Out,2016-01-26
City Hotel,1,213,2016,August,33,9,2,8,2,0.0,0,BB,ROU,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,80.75,0,1,Canceled,2016-02-04
City Hotel,0,136,2016,May,21,16,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,107.95,0,0,Check-Out,2016-05-20
City Hotel,1,85,2017,May,18,5,1,2,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,135.0,0,0,Canceled,2017-04-20
City Hotel,0,144,2017,June,25,20,0,5,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,93.55,0,1,Check-Out,2017-06-25
City Hotel,0,5,2016,September,38,13,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,184.0,0,1,Check-Out,2016-09-15
City Hotel,1,93,2017,April,15,12,0,3,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,172.5,0,0,Canceled,2017-02-08
City Hotel,0,87,2016,May,22,27,0,1,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,94.25,0,1,Check-Out,2016-05-28
City Hotel,1,122,2015,July,29,13,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,76.5,0,2,Canceled,2015-06-17
City Hotel,0,1,2016,April,16,16,0,1,2,0.0,0,SC,MAR,Online TA,Direct,0,0,0,A,A,0,No Deposit,0,Transient,89.0,1,1,Check-Out,2016-04-17
City Hotel,1,305,2017,July,31,30,2,1,3,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,139.5,0,2,Canceled,2016-11-20
City Hotel,1,211,2017,May,21,21,2,4,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,0,Transient,110.75,0,1,Canceled,2017-01-14
City Hotel,0,16,2016,October,41,5,0,2,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,138.0,0,1,Check-Out,2016-10-07
City Hotel,0,20,2016,October,41,3,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,149.0,0,1,Check-Out,2016-10-06
Resort Hotel,0,61,2016,December,53,29,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,154.0,1,1,Check-Out,2017-01-01
City Hotel,0,91,2016,July,30,18,1,2,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,195.0,0,2,Check-Out,2016-07-21
City Hotel,0,1,2017,January,1,5,0,2,2,0.0,0,BB,GTM,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,68.0,0,0,Check-Out,2017-01-07
Resort Hotel,0,28,2017,February,8,19,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,65.0,1,1,Check-Out,2017-02-24
Resort Hotel,1,24,2017,July,28,11,0,4,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,180.0,0,1,Canceled,2017-06-21
City Hotel,1,169,2017,July,28,12,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,116.1,0,0,Canceled,2017-01-24
